,bookid,name,has_disability,words,bookname,gender
30,uc1.$b322793,Mr. Daventry,1,said opened shook whispered hated spoke gulped stood kept stopped noticed had been received felt shell-shocked beginning know go supposed opened gripped kicked look craved stared opened put said revived passed had go nursed understood searched put heard said began go waited stood remembered thought danced kissed know forget dancing heard stared said said put said looked continued said suggested directed said shrugged stared said said smacked said said look arrived paid been come walked returned rang said glanced expecting said come saw replied said thought go took been exasperated relax replied reminded expect pleased acting-major fellow sick stay arms back eyes eyes partner ankles eyes cigarette arms jaw muscles revenge laugh partner elbows dress ??? hands temples drink glass eyes hand temple look knee look drink mirth irony demand feet face,The Last September,1
31,uc1.$b322793,Mrs. Montmorency,1,looked wish had tell seen hear signalled signalled had let supposed said liked sit felt answered invested beginning went said met remarked were sat gave continued said said said felt argued turned turned turned seemed marry soared perform staring dawdled came sat surprised came had want was bear clapped lifted kicked noticed was wonder said passed said took sleep contemplated getting holding turned laughing laughed explain thanked knows thought came turned 's ???? is is marry is comes thought said looked think said comes goes thinks understand surprised heightened sat telling caught forgotten surprised engaged Is told school image sure certain interested afraid nice happy unselfish regretful veil searehingly reserves Laurence conversation view childhood feeling dress hair expression limitation fervour jaw eyes lips face nose chin feet husband knees jug face eyes engagement wedding funny happy busy down up candle difficulties,The Last September,0
32,uc1.$b322793,Francie,1,consoled had intended blame compensate was heard met came knew had had made been help shown had slipped felt expect came was looked waved said turned saw thought said thought felt went sat know say said gave let bear looked heard fled washing said stooped deprecated dried got relaxed lie lay protested lay wondered said been had said made wants felt added are added did given died went come wanted wanted said care sighed wondering thought have remembered liked wondered thought supposed lying got declared found spoke hated hated hear knew felt said contradict broke 's felt live said explained waiting was gave continued trailed said talked talked wept come feigned longed lain lain wept was thought slept said got has died ???? looked feeling said looked took thought ??? let impinged sat rolled said be make tried keep said lost taking have insisted expected think take summed hated rubbed knew wondered going said wave insisted enjoy said slipped waved came kindled wrinkled said expected wished seen say said discussing seemed made marries thought seemed fallen think says finds looking understand outlines went nodding composed wanted go standing had said brought did cried cried resumed post sighed making said went said picked cried make persisted deserted shrank said took sighed bear shielded lying failed getting went seemed covered asked thought thought nodded wondered wondered saw deny have went was looked told ordered sent left fit pick getting told cried told cried cried Was waylaid cried bear sent married remembered embarrassed missed Had find thank fascinated shown brought missed pass produce altered told enlightened appalled pained much tired afraid tired able mother simple glad glad unhappy unhappy unhappy caution much philosophic dull glad distraite happy life cousins life mind husband hand indecisions relinquishments health temperament candle door face veil hands eyes mind thoughts skin hair hands face face dressing-gown head head boxes delicacy absences relapses feet own life punctuality things hands look nerves rug rug life foulard lap umbrella shoulders arm hair letters smile cheeks eyes diffidence softness personality body skirts fancywork holder mind room thoughts husband intentness husband everything amusement work suitcase mind looks clothes room luggage politely good-byes present eyes imagination dressing-case hands now face days go life idea letter blouse nose gloves boa jabot modesty mind room candlestick voice lips candlestick back room candle-flame hand uncle egg mind tender egg,The Last September,0
33,uc1.$b784307,Charley,1,dashed died gone imagined saying been be looked found went pumphandled explained drawled spoke agreed said muttered catch wondering began go was hobbled bowed denied knew was was phoned oyer met said said felt said nodded coughed wondered get looked knew was know followed felt stood thought risked was found mumbled hardened asked forgotten meant looked have remembered say said said added spoke said sat noticed said said felt supposed replied said ended speak asked said said said said saw said thought was waited heard saw mind said was replied do consider thanked got followed ran met been remarked piloted dragged laughed had asked expect like said paying looked cleared had thinking liberated had looked said grunted surprised paid ventured said continued took put begun drawled paused boasted took had staring held felt looked mumbled was sat said had have said asked agreed agreed leant said said told said said frowned care eating hired grunted sat continued gave take asked said enquired spoke mumbled explained listened explain asked 's admitted got paid held grown waited listen feel had hear took passed felt told sat waited encouraged regard smiled heard began shied looked felt phoned began found dreaded dictated remembered read leave did watched imagined see see thought lift felt wrote found got existed wandering thought felt got put found stood forgotten got remembered was thought walk found sat won sat asked asked looked said meant stood said saw stumbled walked look loved get manage thought listened began knew was found stammered got rang was walked found sat collapsed woke bear was went gone washed arrived see look felt said went reply pawing said passed went interpreted laughed leaning went lowered notice did asked looked saw wondered said said lied find lowered said said know leave told help said gave misinterpreted trilled sat see pretending said said saw enquired said came said lied pretended said drink begin picked said said said said said said answer said managed saw saw asked stared looked wondered demanded brought cried began used stayed said remembered informed felt took remember asked said had assumed had got asked wait thought had asked trying realized got found found mumbled made tried looked said got managed thought said was said reply repeated brought done said said answer said see said knew wish took considered considered help spoke said doing began stayed do told said mumbled said said asked walked know going thought have.come was forgetting wrote said come looked occupied get took come looking dropped recognized took said said said explain was seeing found considered affected rang answered saw took said imagined understand felt wished knew was answer listened said believe was blamed remembered thought sat spilt kept muttered asked felt repeated said asked look muttered thought had shouted went thought wrote gone told had kept thought going recognized said switched had realized went finished sat objected handed added said felt said found broke covering got skimmed said finished known said stood said asked said asked went thought encouraged waited waited ended asked blushed got found noted stayed escaped started lied have used greeted accepted hoped said said chewed looking said gave began demanded insisted said said kept raised finished brought said weakened laughed got managed said asked added went paid been been have went knocked said enquired settled said said objected asked bring added washed took came did thought arrived went come stayed was come told was was forgotten are replied reply looked objected lied talk imagine got thought explained said enquired said felt shared looked commented asked kept felt wanted think explain began asked replied remembered said got agreed asked said lied said lying asked muttered stayed brought move began said sleepwalking said helping come lied slumped move noticed run gone feeling suggested asked asked said laughed known knew was had brought noticed had had got found sleep lay go told paying go taken gave said kept asked said said allowing dared fixed laughed smiling said murmured smiling said had wanted enquired asked murmured explained do asked began did made considered stayed answer said saw answered thinking reply agreed said repeated tried reply said knew started asked broke came said find winced felt dared did expected got asked stood said gaped repeated came stayed beginning got answered enquired said said replied lingered took rang kept had know mention thought kept had answer thought said muttered felt said had cared ask asked realized was felt felt stammered looking 's heard supposed got said waited asked assured said said added explained rang found said round began found speak care objected told aiming sent have let said looking seen was 's told know looked explained thanked announced said said thought made say called manhandled realized went rang got looked wondered saw stammered explained came cried said owned continuing leant asked said protested suffer said added stopped made looked find stayed think look managed echoed began began wondered looked enquired said commented agreed prompted felt sat asked said seemed promised wanted took sat said protested said brought made felt protested said got knew began putting opened replied climbed re-entered hear begin wondered saw put take stay took accept spend agreed recollected asked had replied think felt remembered decided do went felt kept was mumbled kissed had caught was announced apologizing said assured began felt losing laughed asked began got notice switched listened was hear went switched shut asked tried bounced lay told want paused echoed announced forgotten mention spoke knew get said said had gulped choked coughed did recovered said got rang did had ask said gave announced paused liked continued had had wanted is began glanced saw felt had explained said was seemed said began was had begun sit held lose support had ask planned said know come used be produced objected wanted dare asked said think said realize was asked insisted answer said explained said come lost say know had said was brought said asked cried think spoke considered let going asked had becoming knew find objected asked know floundering said asked brought met strolled went thought seen managed think know take put come pumphandled laid denied met ask recollect know piloted heard told break isolated watched spared nagged shook asking taken hustled made told know left hunched recommended keep loved tell chucked told forgotten blamed wager considered tell look see touched tell saw asked turned summoned dazed dismiss brought take ordered letting asked kept surprised alarmed taken love gagged asked preoccupied thought committed surprised told surprised struck took set seated choked told hurt rang having kissed calling lay see mean assured understood see upset amazed touched told told told sitting horrified despising held show struck ring made kissed trust reserved respected injured terrified told took bring considered addressing excited leave watching supposed irritated dead proud afraid certain drunk surprised unconscious frank open recovered dependable yesterday silent disgusted sick sharp funny feet man glad able link unseen sure case sore curious card straight cold ashamed thinking embarrassed upset moonlight dumbfounded able better deafj shy sure careful useless terrible comfortable able certain usualness helpless trusting suspicious serious nervous nothing slow upset machine time baby locks face stomach head head life prime neck neck heart forearms face mouth wife mind voice cup partner stomach head wife saucer chance way back right falseness leg jacket throat stomach glass round host whisky say face mind stomach eyes blood coupons expression breath holiday face head girl mind side breath name mind eyes work words nose reproach feet hands head head hands point face mail head eyes eyes nose eyes face ear work nausea mind Rose face own fault eyes jealousy father nature life scene eyes son experiences heart reaction part thumping ears face hands relations situation initials bed reason night fingers face Dot feelings room obsession chair whisky eyes eyes name address letter room mind voice breath case day pity chair coupons choice own mind door bed eyes eyes visits desk place job eyes visits name throat hand mother hand escape tracks indignation mouth welcome departure manner effusive goodbyes hat surprise face turn hands face eyes slow face call experiences sheets lips mouth feeling arm feelings clothes eyes surname name need breath mind eyes eyes head room room voice wife stomach eyes mind job need intentions side time wife mind lips,Back,1
34,uc1.$b784307,Mr. Summers,1,quacked considered replied have began staring enquired thought think want muttered watched thought was said began told been pay noting answer asked said made said thought lay looked said exclaimed warned lose stammered said interrupted feeling added had said replied agreed told tried replied took said withdrawn heard asked told found been owe favouring got Look handle turned surprised excited encourage lost dropped led way stomach inside daughter stomach name job firm,Back,1
35,uc1.32106002122734,Boo Radley,1,stand said sitting drove sitting going die live whittled received killed got put sneaked run have come come wants carried said said shuffled made touched coughed had pulled coughed wiped sitting made got turned making making acquainted heard locked think face survived make bother shut knew led needed old dead alive able Radley loose least sure arm teens scrapbook father name fangs fingers feet forehead hands cough hand pocket forehead absence feet children,To Kill A Mockingbird,1
36,uc1.32106010927215,Fredrickson,1,did come act keeps knows says says says grins make comes go tapping said steps calls likes says work says grumbles looks been gone stares seeing looks wants put reaches says blames talked stop following spread talked asked knelt get said go said signed scared keep guy eyebrows fist arm fist attack arm fists pockets arm eyebrows arm finger lip thumb trouble cheeks friend teeth tongue pants shoulder flashlight head,One Flew over the Cuckoo's Nest,1
37,uc1.32106010927215,McMurphy,1,checks sees comes making hollers laughs making let sticks comes salutes walks driving making keeps dealing know ai looks enjoying stops gets sees laughing knew said closed laughing kept leaned puckered straightened said looked says watching play looks takes says leans opens closes grins says looks gets pointing asks admit stands pivots says hides says says sits have decides finding put thought asked thinks wait makes get sits looks slaps finds holds puts looks knows knows bites grinning pulls raises look talking keeps grinned takes said saying tries lets worries describing talking stops watching laid watches knows knows fire lets pulls victimize saying turns turns looks leans says turns calls looks says takes make knows feels puts going see looks hooks going whip rubs rubs looks takes looks came yell got dealing has holds says says starts looks lowers nods takes dealt took picks dealing joking gave bought started pays shakes kidding let walk reaches sees sticks grins holding strikes tosses flips goes grins sees snaps knows is have enjoying gets holds comes holding stands says frowns turns winks starts comes runs heads blinks see get telling steps grinning looks hangs says goes stops snakes looks puts walks get takes start looks starts looks know says turns says finishes slaps stares believe hearing shrugs keep hooks rubs gets pays mean whispering lays gets lost walks puts moves like lays mumbles says 's find was knows looks drawls talks describes blinks has talking happen mentioned noticed suggested gives said thought standing dominating get help talked see surrounds calls shakes seem does makes making bothered knows keeps lose makes begins sees goes thinks loses got called taking had asks expected asks tells waiting says believe say says say stares argues seems says sitting got says came says let been says says puts shrugs says look takes says be hops driving is knows look tip steps do talk acquire quit shifts goes turns clinches tries knows lift lift do falls tore opens looks fishes won bends work throws understand keeps fixed be go has 's trying leave let imposing vote call going is tried tried realizes is coming burning reaches said did doing looks says 's says guesses stands walks knows doing drags gets drags scratches let puts has ignores warning doing told lure says trying asks rolls stuffs decides take put says calm comes arise wanting undo done came spends was won got said frustrating had read went think swabbed did splash be tell hurried sidled stood wrote told remembered joking 's is is gon was was let looked let fit says say turned leaned getting raising getting said frowned went learned go want talking having got saying said stopped been swam looked put watched waiting leave asked thought said turned said pushed had wanted want swam watched standing asked pushed said surprised got looked was look outsmarting got letting going talk getting doing giving say doing comes going came told understand acted thought put had told said did pry seen asks comes says tries places moved heaves walks says got laughs said saying looks wishes say starts think yells glares hollering trying blew sits crack turns nods cuts cuts asks frowns watches listens shakes runs acts asks says thought know says think says thinks gives explain know 's interrupts says says conformed say swallows stops says looks stands walks walks crying wipes see wipes smears starts turns sees stands says puts sits lagged worrying know raised came said face adjust yells fiddling been sitting looked watched going made had made gave was made took got bring continued roaring ask use thank been went sat got stop get see sitting composed wrote slept stand wondered have decided requested had wrote said closed started pooh-poohed heard was watched seeing sat let look sitting explained got got went saw whispered started making sang held jumped shut say got say was watched Thank told told had said lay say raised see had sign lay signed was had swaggering rang went talk reached saying said asking worn called rocked started stopped did noticed looked stopped gave said called groaned wanted left said got introduced intended asked borrow told have threw listening watching watched pushed saw fighting was thrashed got climbed said hooked put held walked called got said scooted led knew understand knew worked explained pay stopped saw getting said come came slapped said caught said commenced goes came said go stood were said need laughing do moving laughing going got boating springing gon make laughs surrounded tied leaned slid telling had be stood trying slipped got went came put winked said guessed hit came teaching put let said pointed said studied sucked yawned talking figured making spend taking bragged stayed discharged was was said arguing maneuvered had beat broke was had stay done go did seems take doing want making teaching came looked helped said said worked going helped do mention talked nodded played done said came held caught stepped looked said opened took closed said stood said said said raised drivin wants know said took forcing fell staggered gave caught shook shoved kept got ducked had seem kept act shook was weigh laid looked told stopped tried said raised said yawned straightened drew talked nodded slumped stand smoked flinched looked said told thought added asked asked whispered slept sat gimped was asked says says says did asks made said started felt swell tell regretted had give got laughed insisted take forgo come felt acting doing shrugging keep seem had growing was gave went went came have put telling said said turned took tell tell ran see drew said took whispered trying hissed talked worked got tipped unscrewed worked said switched said got sat said bit talked stood spoke said was unlocked said complimented said have wanted took nodded thought looked nodded said swept squinted put tipped turned told get snuggled was heard planning wake was leaning draped kept looked kept seemed held groaned nodded laced smacked napping said maintained said read sighted get looked thinking was came fighting say look look won meant slow tell warn tell salutes facing got claimed got leaned evidenced puzzled suit got reminds made caught upset tell trapped backed pulled pestering got waking hear hushed got tells affect covers tickles freeze looks got riding carries tells told have talked told fogged bothered gets tells surprise surprise keep learned kidding catch roused ship moved ship proposing moved send closed hidden got turned supposed had tell send recognize was sent sent committed stop ignoring told told get watch twist manufacture tell accused Watching asked back send told put told pry asks tells sees bugging asked get do tell tell slouched get tell reprimand accompanied told told beat told turned lead called stopped talk told find saw asked sees caught saw ask asking shot gone come pushed get discuss pleased provided embarrassed done come told show answer caught pushed hit held lay shook picked threw met followed telling told hear got worried asks ask talk hurting wired begging reminding took told dragged kissed talked gone tied get drive got sat stop talk stop Chronic sort racer type angel rabbit ready loud blind safe mad mad interested beat due therapy martyr hard strong strong pilot glad sure able blind able boy drunk big bigger drunk bee crazier friend sure martyr saint present aware operator big disappointed grins able full ready whirligig worse kidding hand mouth thumbs pockets head nose head lips hand cap head lap hand fingers voice glasses pocket nose thumb jacket face height forehead mouth hand chair face finger eyes chair chair chin chair button pocket pockets cigarettes thumb cigarette teeth hands chin creases cheeks shoulders voice mouth hands hands voice hands neck inadaquacy nose hand face hand legs crack interrogators chair mouth hands twitching chair mouth red hands cap hands nose chair thumbs pockets nose lip palms palm hand way head cards teeth arm seat head thumb spiel chair hands head chair thumb thumb head eyes head hand shirt head clothes pants thumb arms bed voice voice cap hips hand toes shoulder neck work toothbrush singing toothbrushing rag hand name conversation teeth arms singing hips head head head left right hands pockets bets finger shorts cap shorts singing leg banana belly chair plate spoon thumbs pockets nose pat knife bets chair money pocket arms office cards scat eyes place feet ribs chair hand hand interest hand voice end hotels cap fingers thumb hand hand manners temper question chair cap chest eyebrows head feet cap hat head chin hands jacket T-shirt arms feet hands thighs feet arms eyes lips teeth head neck hands body breath hands eyes breath eyes pockets hands desires hand voice feet hand knees head armchair feet belly cigarette teeth cap hair hands head feet hatbrim eyes arms neck T-shirt bet work job assignment nose head job thigh hat leg head thumb belly self way arrival chair knuckles wounds chair lip throat hands chair cut reason commitment fingers face fingers pocket lips wife chair cap wife knees wife package lap match hand cap head magazine commitment coffee act head fingers neck head hands temples ISO hand hair hand chances voice eyes head hand eyes hands hand eyes face mouth cap place hands greens cap head mind breed head hat thumbs pockets problems corner chair face eyes way best shorts request wrist cuts hand lead pass pass eyes teeth aunts knees eyes lips shoulder work knees lunch bed nightstand elbow pillow elbow cap hair T-shirt hand hand voice chin best head friend hanging chair whistle hands smile face cap head thumbs pockets nose hands fist someplace sweater hand hair life laugh people gills back footing head arms hand hand face relaxed life life smile grin presence spoofing friend profit dealings craft actions time ways hatbrim bringin system thumbs pockets head mouth thumbs pockets nose thumb eyes eyes voice head chin fists head arms head shoulder hand head feet head thumbs pockets mouth eye lips hands actor throat tongue teeth head elbows knees cuts hands knuckles hand arm ribs wink problem country ass hair face battery capsules jaw face eyes eyes pocket arm bookmaker girl face hands eyes tongue teeth teeth hands plan keys escape arm hands head hand hand hand knots bed shorts cap eyes hands temples grin eyes hands chest chair chin collar lips hands finger finger eyes chair bellow presence,One Flew over the Cuckoo's Nest,1
38,uc1.32106010927215,Pete,1,shakes has comes turned worked says pulls is was shouted had kept come looked removed shook warned stopped stood saw tried had was stood looked saw turned told have had started make opened sort shook began held offering slumping crying swung said flinch come tried starts hushes get is growed gave gave 's 's tells is working tries figured knew do had do floats wore soothe pat hushed take born turn wired take take watching worn finished finished see hushed Chronic better Chronic shade bent sowing kid yards able head face knee face complaint feet voice shoulder life head head effort arm arm head eyes eyes arm knees arm image side voice mouth head ball greens pants head eyes face head hip head head singing singing saying life overalls damnedest head,One Flew over the Cuckoo's Nest,1
39,uc1.32106010927215,Williams,1,tells coming hollers have tell cut watch ami,One Flew over the Cuckoo's Nest,1
40,uc1.32106010927215,Mr. Bromden,1,tends hear know hear untying tied took pleased was shaving interrupt asking take made big hands hand mop sheet,One Flew over the Cuckoo's Nest,1
41,uc1.32106010927215,Martini,1,walks is says take rolls playing says told says comes kept picked whisper following called ran standing said said said head place,One Flew over the Cuckoo's Nest,1
42,uc1.32106010927215,Sefelt,1,have jittering holds melts asserting needs got follow knows take insist doing holds pulled landed been hollered got let gave said said said leave asked wheeled stand had trying put sprawled open raised grinned said signed told thanked keeping teeth epileptic subject honest arms eyes head mouth bite jerks pants medication mouth head mouth eyes hands face pole eyes pole jaw hand hands foot convulsion eyes mouth spit,One Flew over the Cuckoo's Nest,1
43,uc1.32106010927215,Ellis,1,move stands stood kept says looks says stops pay comes pulled joined overloaded nailed lifted nailed drive told Chronic nuisance Chronics face hand vote feet hands place hands hands,One Flew over the Cuckoo's Nest,1
44,uc1.32106010927215,Billy Boy,1,'s seems disappoint cherry,One Flew over the Cuckoo's Nest,1
45,uc1.32106010927215,Matterson,1,got soldier teaching,One Flew over the Cuckoo's Nest,1
46,uc1.32106010927215,Billy,1,tries leans feels do says looks say sees looks says points nods getting called put sighed said left worked goes lays change changed leans opens ducked fall says says throws hid comes looks know goes goes got says sweeps say moves turned screams shaking calmed walking stop quit used blushed told called punched took took shivered took helping acted do opened found gave jumps think turn climbed hollered saw volunteered told had ask tell looked asked means hit implying understand was clenching swung looked had batted looked have looked lay talking kept said got kept balking said done did slipped catch go was think said took said concentrating rolled looked said flinched is shook cried lifted shouting rubbed shaking looked did look swallowed bowed points getting gooses got lifts thanked thanked told arrived called flustered slapped teach stop drawn told brought obliged teased tickled finished took gone teasing hoorahing burned comfort shook led loony next rabbit doin nervous tiny mile number old enough aware hands knuckles arm head chin eyes plate mouth head bed thumb hands hands sittin palms shoulders stutter voice face mouth back chin hand face shirt observations hand coat lip head pole money jacket fish jacket chest arm weekends arm fist fists side hands throat hand head date return eye neck face hair mother head ear mother ear wristband girl girl face nose pajamas feet knees hands success hand cheek mouth head voice chin hand head shoulder hand cheek cheek face face neck cheek shoulder death,One Flew over the Cuckoo's Nest,1
47,uc1.32106010927215,George,1,talking cupped mumbled let turned held let 'cause wrung said risk shaking leaned started said took shook took looked reached said let hummed come stand aimed called stood said saw make kept said have grinned told sang speeded told drove drove yelled yelling yells takes going caught lifted bother told have said had stood kept told kept headed swung easing learned run told straightening used showered let do looked watched looked listed said said yelled stood said crash doubled wrapped laid transferred tempted watching arrived asked told ask shy captain bent hands thing feet head face eyes brow palm face head spine hand feet hands shirt head hands shirt head hands shirt cigarette head jacket shirttail brow gums name line eye fish arm head head head head face brow eyes head belly-button head belly voice belly fist,One Flew over the Cuckoo's Nest,1
48,uc1.32106010927215,R. P. McMurphy,1,waiting says see cards water,One Flew over the Cuckoo's Nest,1
49,uc1.32106011264659,Robert,1,said said sat think done had have make know doing left pick blamed meet buttered travels plate wife,Cathedral,1
50,uc1.32106014098278,Clinton,1,asked slender Let left see toiling minx foot hat,The Optimist's Daughter,1
51,uc1.32106014098278,Mr. McKelva,1,stood had remind miles,The Optimist's Daughter,1
