,bookid,name,has_disability,words,bookname,gender
66,uc1.$b322793,Mrs. Fogarty,0,had pulled wore know smoke noticed accepted sacrificed suggested listening had said added send said fluttered remember heard said wait went thought worry thanked keep kissed see coming come beamed whispered coming said drink drink knifing lived shouted disappoint cried Catholic delighted girl darling drawing-room windows drawing-room fingers sofa protests move arm back dress hair youth spare-room circumference feet feet eyes wrist amused drawing-room drawing-room drawing-room personality taste,The Last September,0
67,pst.000018729719,Mrs. Willard,0,wanted invited had traded gave trying braiding spent put came was mean fanatic pregnant house house interpreter house mat mat cottage woman,The Bell Jar,0
68,mdp.39015028400326,El Camino College,0,lay go got living come wanted tapped worn made held died understood hands pockets life hands interest,Jewel,na
69,uc2.ark+=13960=t22b8w678,Mr. Skee,0,crossed told given said insisted frisked applied asked hovered revolved paid devoted remained described apologise had replied shook recall have was threw continued drifted said said strolled said said protested waltzing poured liked needed sunk said said said returned said affected kept produced said offered consulted proposed said consulted consulted had announced show refused had want set showed said replied replied proved regaled answered brought was arose pursuing arose continued looking rose rose waved wore turned believed said sat draw told questioned question questioned persuaded replied annoyed regarded advised cried relic friends able parents bit youth liking conversation devotion air Stetson bows gallantry age head youth uncertainty laugh departure manner voice affairs counsel own way success friends name smile consultations chair chair smile well wide way look wife hand language head,The Crux,1
70,pst.000018729719,Jody,0,said said thought working rented wanted said began wanted said swimming notice joked ran ran gave remember asked put told pinned begged watching practical house cheeks,The Bell Jar,0
71,mdp.39015043002289,Rudy,0,stepped heard stepped say drove stopped stood started walked went got saw opened tip-toed walked looked noticed went looked care take sent know going going kept realized sent sick feet father shoes father face father mother sister sister wife,Johnny Got His Gun,1
72,mdp.39015040081708,Tomaini,0,took bathed was had announced inform did quieted lay frowned help claimed say supervised urged hold talked stood gabbled twitching babbled saying submerged supposed taking asked doused musician suit hands face collar puzzlement beer subject front eyes hands collar buttons hair,Geek Love,1
73,mdp.39015063339868,Suralee,0,got liked get asked hated said said said scratched disappeared told met said rolled crossed exchanged said told began pointed gone gasped saw said said said saw said did allow ??? ducked sniffed attached said said said stopped stared said took said speak said came said turned said said said asked opened continued said stiffened had said tried shared said looked said said changed asked asked said was said reminded said said stopped tried resumed said pulled taken done were said said said met saw recovered leaned smiled touched climbed served said said grimaced said laughed said made care breathed breathes come breathed said given cleared began read put told said said come said said said said grabbed said said rolled said closed asked stood asked had said said gasped said came knelt had got sitting said asked rubbed leaned sat slowed called nodded asked said told called be followed lay said used prefer going came helped disconnected put said said laughed said told said said busied stood pushed returned took lifted helped told join told told told asked taken told given applauding see see told sic handsome convincing home home tail tail shoulders throat hand side eyes attempt mother house face face hand throat tie hat finger side smile mother house hair face hands tires,We Are All Welcome Here,0
74,mdp.39015054102655,Miss Morden,0,was take coming stopped opened rubbed looked see was rode be bustled has drinking got offered sits clambers douses unscrews unwraps seems return talks begins met pulled packs leaves meet liked killed remind judge able woman drinking dead shoulder notebooks hands skirt glasses glass laugh voice satchel suggestion satchel position,The English Patient,0
75,mdp.39015063339868,Riley,0,come come move hear come refused look made fix did came combed looked sat was ai help moving peered wearing came get pay invite dressed Tell ask Tell need told man johns hair head eyes chin wordlessness mailbox hair shirt shoes door underwear hair house porch,We Are All Welcome Here,1
76,mdp.39015028400326,Sarah,0,had showed said laughed taking were crowded leaning leaned parked brought turned looked know said said smiled helping whispered quiet hands mouth Susan arm ear lap ear song,Jewel,0
77,mdp.39015046349141,Prince,0,stomping leaning looked turned didnt had broke looked send believe feeding had bothering took shoulder didnt hands name,The Sound and the Fury,1
78,mdp.39015002260167,Carlson,0,said chuckled repeated went said said stepped came walked said said said said said was leaned know said insisted scratched said said said seemed said pointed refused continued said went said put took stooped said said twitched came reached look found laid fell turned said squinted finished said said laughed said get hurried gon said ran came lost said standing looked said precede hit watched watched answer gone take joke legs bunk cheek eyes toe bunk bag pocket feet footsteps bunk bag bed gun bunk guts Luger gun Luger,Of Mice and Men,1
79,mdp.39015002153180,Mr. Shortley,0,tried kissed have 's meet have raise raised asked lifted done brought have said drive know said said said said feeling been ai have have made had got was knew smoke was folded said said said murmured breathing were harrowed risen said said fallen stop trying came had perceived adjust asked repeated turned began had 's got returned stood had say looked said said said do have preferred said said been said seen said recalled explained worked recognized told known know afford thought have tell go own began said pause asked watch noticed thought felt say had seen pleased ventured tell waited hated felt leaned took do said said said turned leaned looked said cranking was got seemed obeyed headed braked turn left knocked suits help supposed incapacitated pay took done want told cared see keep tell told acquainted fire told fire dairyman over-exhausted afraid corpse willing worker forgetful help irritating man tail mouth tongue mouth lips wife way courting still hands chest talk knee life elbow elbow head mind bitten face face wife job figure country house heart wife Masses family shadow pocket language shovel eyes version head shoulder eyes,A Good Man is Hard to Find,1
80,uc1.32106011264659,Sandy,0,sat said wanted thought thought brought came got noticed guessed picked read read gotten want imagine saw did thought left came looked say sit thought loved knew know had confided told guessed said heard thought understand knew bear had talk say knew came hear let stood look see decided put opened believe opened want pressed closed raised yelled tell said said say realized holding went said saw said moved stopped doing said said put sat brought find said pushed glanced said saw look said put said went said fixed said wanted looked said went said said said said watched saw saw folded got looked went turned started gone seemed gone grown said poured been getting had found began missed met stood took stepped held make said saw put took used lifted knew took waited put said said turned cleared said saw heard looked stared knew 'd know thought put take put scared concerned told told put told thankful stunned husband husband husband day job husband friend friend uncle uncle uncle husband fifties husband husband ashamed friend purse husband come purse finger finger carton husband husband husband head hands face husband hands face finger finger finger husband eyes husband dad dad dad mom dad husband dad mom husband dad mom husband spatula husband plate husband husband life coat eyes husband plate,Cathedral,0
81,mdp.39015054067759,Nick Veenhof,0,creep held broken developed moved took squeezed passed dropped came trying felt took trying took smiling came said said egging told direction hand pencil seat pals hand,The Things They Carried,1
82,mdp.39015028400326,Gower,0,talked smiled smiling was had worn been cleared stopped said went took shook let said brought lost trying took seen laughed laughed was transferred thought worked gave named know salesman person fork plate hair shirt face hands heels throat right own hand pocket hand hands heels smile stomach mouth shoulders truck window,Jewel,1
83,uc1.32106011264659,Ann,0,been nodded said sat waiting begin sat looked looked said asked shook said said said brought got said stood said said said put said said stood moved took said said said said felt realized let felt said stood said got gazed closed rode said said said walked stood tightened saw said said said said tried closed said touched took understood picked said stood tried remembered went turned looked looked stepped went turned entered said let said seemed standing looked saw had wanted was know stood went waited doing put closed listened got hear went went opened going sat said answered thought hear said listened dialed demanded asked said waited closed have pulled said twisted cried told said know said said ran washed put went went drove felt was let remembered said picked kept said moved noticed smell passed hurried came said went dropped touched looked said said see said said put said feel kept stared moved felt gazed began said heard wanted said understand let kept looked sat pulled said kept hear said continued made blurt explain hung looking picked said heard said said shouted said said said said said shook knew pushed said thought said said said leaned said wiped said sat ate kissed reassure helped watching liked told turned guided embraced hold helped aware afraid tired afraid aware hungry head hair head shoulder hand eyes shoulder neck call hand lip teeth chair chair hand hand hand hand hand hand eyes hands heart teeth jaws eyes hand purse coat coat right eyes lips finger eyes head tea son husband fingers eyes stomach feet fingers hair eyes purse hands shoulder eyes feet head words own eyes hands pockets lap hands pockets sister head arms head then face hands face shoulders back eyes coat,Cathedral,0
84,uc1.$b784307,Phil,0,died killed go was died went said used was gave died protested knew looked catch put tell said notice said answered went sat see been repatriated killed killed brought got mentioned puzzled kissed forget leave fond name airplane head bed life hand stomach palm tongue train,Back,1
85,mdp.39015054067759,Ted Lavender,0,carried carried carried went loved carried lay thinking wished find died look issue went give laughed said shot took had had wanted give died shot shot wrap carry lift took shot blamed ease shot wrapped carried laid hear weight dead man poncho way mouth eye supply level puppy boots kit foot way eyes face body eye effects arm poncho eyes,The Things They Carried,1
86,pst.000044192167,Lancy Davis,0,was clasped followed answered feel stood shook leaned say speak thrust opened thumbed put glanced followed tired restless knees arms face people eyes mind thoughts eye name shirt,The Heart is a Lonely Hunter,1
87,uc1.32106014098278,Becky,0,saw say give takes playing died thought go said wore did wore had told wearing had wanted wore spoke was hear gone stood ridden said known going came sent felt come coming found find surprised hear asked troubled carry mother young likely Climber Club daughter daughter Climber Climber Climber place hands mother father mother father father mind mother mother vision diagrams dread,The Optimist's Daughter,0
88,mdp.39015043002289,Joseph,0,start leading began decided do began said said hollered lighted asked staring said said lost help beaten much careful,Johnny Got His Gun,1
89,6479,Clopin,0,confessed made came said said finished returned placed said said said said abandoned afraid hand words orders,Notre Dame de Paris,1
90,mdp.39015008821251,Elena,0,commanded quenched conferring say kept responded say disregarded snarled took continued sat thought wailed climbed found run wanted filled put thrust went silenced speak rebuffed do meant afford insisted protested battering gave located called began pulled found stepped flung intends responded welcomed see said eats gestured felt distrusted found surprised muttered caught had intended kept want went said want thought found studying listening expected knew make turned wore demanded retorted recoiled feel imagine guess said panted whirled ignored reached snatched clasp turned asked gasped recoiled shook said retorted understand felt know stared exclaimed thought heard lowered answer looked aged lowered murmured left raise returned held offered see deserve accepted dreaded allowed was spoke had said said moved meant stopped clinging said trying guess retreated said fell remembering spoke stopped said finished recurred sensed growled tensed paused was stood were stood understood stumbled gagged felt do wanted forced returned hear saying argue said raised see known had wore met saw heard was dreaming awoke uncovered found spoken chosen want answer met stay announce turned had concluded asked made interposed stood controlled gaze faced glanced commanded paid faced wanted say had replied wanted lacked were felt want writhe avoided knew was spread invoking lowered walking remained was distrusted studied occupied thought found breathing shrugged keep reached winced considered said turned tensed muttered heard believe saw hurried thinking followed recognized said took said turned remembered motioned guided began found said seemed drinking passed felt hear forgot began meant said ran followed trotting dropped discarding reached vanished see see see seemed leaned noticed broke shook join saw laughed stared see broke bobbed treading pulled replied move continued stooped snatched pulled plunged see popped looked tried reached reappeared lifted lunged slipped grappled came was felt upended opened see swam reached turned kicked thrust thrashed left reinjured knew had seemed lay felt had learned joined feel asked rolled sat touched lifted held saw meant lay have murmured said breathed reclined tried kept said heard see follow wore came stopped exchanged said bowed left put said look stood failed bowed look was started come tore hurried resisting laced sprang asked taught lost knew knew made take said rose controlled intended responded spoke winced stopped knew replied seemed nodded nodded watching asking said hastened said telling awaits turned pulled said said wondered went kept was saluted moved met turned saw groaned see halted stopped said panting understand watched whispered responded wanted think asked shrugged said urged mount had sang used felt had suggested suggested spoke acquiesced responded expressed clasped moved went striving nodded look concentrating continued articulated faltered faltered stooped stop rasped strode was promised looked enjoyed was exerted fell saw stopped see stood expected had had rasped nodded said held know said moved seated given said halted know appear stood presenting felt want lifted thought began left do had rode made felt presided arrived expected brought like consoled replied seen declined spoke gripped grinning said looked muttered glanced regarded deferred provided did comprehend rasped ignored responded went wander grind consumed went descended wanted lifted bowed met stared looked ride repudiated sensed seen have have have chosen personified relaxed caught realized wanted felt see want tell realized made had tangled draw went looked shattered daunted turned began studied trying stood accompany raped see needed sat mustered began accepted asked winced came feared receive have rasped faltered like was know risked trusted felt change responded had was sensed felt lost thought lost raised said replied bear said heard drew followed left came raised return ate said had gazed said muttered abandoned followed shouting managed got heard saved started cried realized looked replied turned ached said reached recoiled turned walking looked feel refused turned saw paid glanced saw took seen knew recognized feared said placed felt lifted see think stumbling had listed heard turn needed huddle ran smashed recoiled lurched placed sat do spent brimmed escape shook bit felt waking stalked bother dropped endure sprang left saw gaze halted realized had made bargain buy saw know held take undertake made help fighting understood thought found shivering started found wore entered looked meet appear drew close asked inquiring stood reached returned found look smiled appeared hugged asked tried said went thought said assured hugged attempt put forgot seemed were dozed remember said insisted mumbling said struggled retained see discussing scrutinized judged trotted lay see explained walked made trying foresaw want saw recollected finished eating turned asked listened tackled eluded repeated demanded hung reciting said gaped waved stared meant see fear reached swing discovered move halted felt comprehend stood losing understood attempting abandoned learn afford recoiled found stopped leaned breathed groaned moved hurt thought go gazed climbed replied appeared strove recite allowed parried said said gave possessed took greeted obeyed touching gagged know gave regained bounded moan muttering opened erect was said said missed needed pull tried winced reminding made scrutinized felt pushed asked cautioned answered gazed went stop went cautioned felt forced had saw continued took was said replied felt multiplied learned said turned moved see stopped remained come found smelled realized make sensed heard tread wanted said said bring had say sensed cared knew spare nodded said added found met intended seemed smiled said tried went watched discount gripped made feel needed keep observed turned followed exclaimed said snapped stopped raise repress followed looked felt moved nodded murmured stepped moved stand hear understood walking rasped forget fallen felt done moved came flung saw nodded had held break disappeared touched stepped silenced was looked muttering knew was stopped know walked arose hugged Ms released strove said heard told came muttered felt writ reached expected moved played quickened see negotiated afford muttered lurched heard hugged made approached extinguished went sleepwalking reached took standing see asked standing spoke gestured moved entered walked repressed clutched sat seemed taken defied looked tore gaze saw lifted felt speculating gaped need cried sat told gave trails stood gripped was answered hastened shouted saying shied thinking mustered swallowed endangered concluded have sat scratched felt missed sat shook remembering followed stiffened pushed thrust kept burrowed propped felt crawled shook was see found knew stand was heard raised blinked was see pushed wanted had reached looked gazing looked lost try heard caught meant going say made thrust find seemed scrabbled relaxed gained catch watch going look reached see squeezed stood staring spoke continued replied recollected said met clinging felt suffocating keep began locate tell identify concentrate had fevered lurched staggered straighten soaked spoke jerked raised lifted stumbled gaped lost was reached located said sounded stepped torn wailed knelt were saw caused was remembered shudder watched saw cried turn said delivered said turned rasped seemed spoke confirmed added raised stooped lowered took leaped appeared raised stood spoke uttering shouted braced knelt dwarfed towered had groaned cried meant repeated reached received lit saw Went said called sound wanted stepped glanced noticed probed realize turned lost dropped made told concluded added understood turned said seemed panted erupted raged spat knew shouted sculpted see look cried turned stared limped left choose facing added compelled snatched dried trapped kill blinding trapped compelled approaching faced disturbed touched face watching match understand silenced agitated answer justified woke seen identified hate torn guided faced jolted steered confused see regarded see neared strike intend guided told touched led take followed urge appalled see join occupied misled buoyed reached pushed reached caught kissed joined regarding saw taught confused informed controlled calmed staggered watching accosted met watching stopped ask promised roused stopped sickened Tell watched advised tamed expected join regarded distorted addressed ignored told buffeting told summoned lose met see discern surprised shocked met put contact counted wished tell killed accompany follow fascinated chosen chosen relieved chosen gazed tell felt joined compelled blamed helping allowing eluded wavered dismayed watched followed tumbled saved help held snared appalled took restrained struck changed made chilled left surprised formed help keep help manipulate kissed carry hugged assured hugged put wrapped kept trusting occupied whistled reminded taught eluded distract drained dismayed hurt warned help found led launched touched catch touch ignored heard released reminding intrigued stopped shaken moved Jell ask satisfied understand explore face touched save studied stopped swallowed caught brought brought held helped catch clasp forgiven saved determined ask roweled startled faced hear stopped convince follow followed forced flattened pounded drenched attacked told swamped burned warn catch reduced told confronted dropped stifled shook shuddered gone poised appalled watched cried beseeched reached possessed enfolded strike remembered reach roused done answered see taught exposed save cried leper leper summoner afraid aware sympathetic leper deep invisible conscious afraid wrong Warmark able solid fruit more more ??? overburdened half grateful immune mute diving ready grateful able unmoved wrong able grave impatient enrapt numb conscious thing responsible unharmed visible part granddaughter appeal outrage distress clothes hands nerves head hurt heart skeleton disease delusion hopes enemies weakness leprosy skin limbs fingers head forehead injury voice clothes eyes T-shirt boots suite feet fear ears arms chest voice relief arm hands hold arms palms summoner voice concerns head sight back frown forehead tone face sight finger ring fingers hand fingers arm concern astonishment voice passion emotions self-possession words voice face conviction hand attention head hands gaze forehead courage violence feet eyes frown forehead aid question delusion incomprehension voice springwine feet footing voice spine stomach emptiness teeth chest throat tone head child mother familiarity mother mother discipline face mother shoulders door friend heart dread robe wrath influence arrival claim left weariness eyes distress husband arms tongue arms expectations shoulders face chest ribs rectitude encounter skull voice surroundings eyes sight enjoyment robe image head astonishment substance mouth hand fingers boots legs head head head ankles tugging feet eyes arms neck lungs ribs boots hurt ribs bruises exertions heart breathing body leprosy back fingertips heart eyes hair fingers eyes gaze voice voice heart pulse chest presence breathing ears appearance influence waist shoulders side hair face tone hand face voice toes head arm features eyes socks feet boots feet strategy quarters left impatience argument reasoning logic explanation approximation inquiry desire second-in-command excitement salute throat army breath horse tunic chest reply assertion shoulders companions gaze mood voice memory tone strength throw mount denial problem sightlessness face side Morin throat face arms head mount location head answer sword plan feet sight hand sunglasses chest face expression shoulder face teeth heart brain side decision anxiety lips love sense ability absence fault plan force ancestry irrefusability invitation beauty presence treatment alertly Ranyhyn seat hurt spring ration courage fingers beard need hold ability response right dread relief self-defense heart question attempts relief self-distaste attention questions facility tongue beard illness voice voice emotion surprise voice suggestion side head party attention side power question Raiiyhyn throat mustang mount horse feet rescue companions efforts breathing Ranyhyn arms arms touch ire fall veins days sight face feet head eyes enemy interest ire daughter wife arms embrace cheek smoke self-awareness arms chest weakness leprosy illness feet fists self-consciousness anger shout fury teeth clothes face flesh heart bones memory mind terms survival salvatiorr impulse powerful passion service drives peril heart clothes despondent robe eyes lips comments shivers lips now kiss tone bones blankets bargain attention plunge cheeks forehead eyes battered face conceptions bargain mustang thoughts gift glimpse guess fever sense situation side mustang stomach bargain guide experience answer tone lips question arms absence back face shoulders eyes temples touch face flesh skull capacity arms eyes jaw mind thoughts mind peril body head eyes head hands escape weakness figure heart feet surprise ring finger assent answers answers evasiveness bargain fears helplessness conviction attention efforts reply head hands voice hands eyes shoulder shoulder distress intuition head outburst intuition concern burst forehead hand words tone thinking surprise word effort own inflection offenses reasoning voice smile feet face eyes bargain duty face gaze sarcasm face failure back sidelong covertly stride knuckles head mind balance beard hand beard conduct name head lips bargain head beard voice feet side back eyes back doom improvidence compromise bargain pace speed fire arms hand chance hand finger finger chest shoulder knees hands ears feet face feeling senses face selfTcommand thanks face head relief ring self-control light concentration bargain muscles chest light end existence pace dizziness eyes nerves words eyes back feet arms turn temples boots seat surprise voice back suspense feet board grasp question heart eyes wonder voice position attention courage bargain cause words band recitation companions tone countenance head limitations weariness eyes face breath delusion eyes bones face nerves unfitness head mouth hands palms companions sense life consciousness knees forehead hands neck head eyes feet boots balance face grasp strength elsewhere eyes footing summons Stop feet boots sense strides movements steps knees eyes tears flame eyes surroundings vision voice years shoulders immunity answer intense veins cheeks ring balance footing perceptions senses explication throat speech tone sentence stance head eyes skin cheeks hair measure voice question cheeks face appeal bones flesh tears muscles shoulder shoulder robe climax passion touch mind cries duplicity violence futility need gaze blur bend condensed hands uses answer gaze power focus gaze voice head direction face exaltation feet hands burst threw more fire arms face ??? forehead fists flame feet voice face plight bargain fall ears inefficacy voice pain face self-mastery lips mind fury neck temples bargain granddaughter cut forehead eyes face dreams forehead,The Illearth War,0
91,mdp.39015040597794,Jack,0,run see run run see terrified run run run run learns run run run run said says See See got called worried lazy slower normal,Flowers for Algernon,1
92,pst.000018729719,Constantin,0,trying said had drove told took sat said arguing kept seduce want asked sitting said made lay lying find sink lying left came expect sat turn answer said know told had felling holding engaged left studying short handsome American tan man husband way tan restaurant apartment room balcony shoes back hands head shirt skin watch shirt eyelids nose mouth hand fingers shoes,The Bell Jar,1
93,mdp.39015000608102,Ed Handby,0,succeeded hired come wanted lost growled cross follow suffer appeared thought knew had catching hurled shoul mind wife assurance woman purpose fists,"Winesburg, Ohio",1
94,uc1.32106002122734,Mr. Ewell,0,do change accused arrested have came was had said nodded did tell looked stood sitting turned keep reminded heard was said backed began said thought called had asked heard considered said read wrote said turned see beaten had leaned seem say say run did run did did stopped chew approached call killed had got do loses go kill take gave said acquired found resumed accused wanted kept leaning said get thought meant cut was saying get got did meant was got threatened had come had had thought yanked stabbed fell killed fell got was went found wanted fell permitted accused silenced made determined bunged got deprived told get approached cursed kill killed came Put saw got yanked yanked killed yanked stabbed get witness endearing man veteran guilty gas man dead tryin ways children girl house girl face finger handiwork 'n life left right eye education left-handed skin face life shoes shred system appeal sentence views burst job notoriety appearances check job lyin ribs mind knife knife knife craw time time sister knife,To Kill A Mockingbird,1
95,mdp.39015040597794,Rose,0,terrified catch learn be learn knows help gets do sits grabs trembling forgotten is makes know makes turns screeching lived goes fled listening staring was screamed Leave teach fooling Driving leave kill Leave got answers frightens Get dummy normal slow normal animal Matt sick better able better name mind relatives mother parents face face face eyes,Flowers for Algernon,0
96,uc1.32106011264659,Nelson,0,said let looked took seemed turned made looked grinned had said worked said unscrewed raised screwed said said had said said said did looked said grinned stopped sat started took took feeling took patted said pulled said grinned said found feeling opened said watching said said fixed pushed said leaned going saw stepped show picked took looked let said hear said raised said put yelled yelled say meet show watching tired shoes hands shoulders shoulders topcoat whiskey whiskey hat hat eyes lips topcoat pockets wallet eyes way head wallet face voice face,Cathedral,1
97,uc1.32106011264659,Howard,0,told called seemed left been going said kissed wake drove took knew kept knew pulled sat closed got unlocked left have said picked asked held said hung went called sleeping lathered hauled picked said put ran going wake said said said said gazed felt began said stood said said waited looked left supposed touched said 's sat wanted took feel picked held got rode closed said say sat rubbed looked settled woke looked got come 's wakes come have does wakes said shook said said said said said said drinking wanted helped said said said rolled nodded was told said added said standing turned said nodded wake please said turned opened took went left ran came looked made shook said said said looked took closed got found thought sat began gone got put took saw dropped took held gave heard picked know had answered said hung said said said said bake came said put said sat stood helped stretched supposed told take gone gone happy afraid lungs life satisfaction parents brothers sister friends leg eyes hand face ear face eyes breathing hand fingers hand fingers grip hand fingers son office limbs head head breathing lap wife eyes face son eyes signs shoulder eyes clothes beard face worry words expression features breathing hands back shoulders shoulders skull arms eyes head mother father hands forehead face face head shoulders shoulders hand knees head shoulder shoulder sobs chest chest cup hand coat,Cathedral,1
98,uc1.$b322793,Smith,0,stood said mind sing ridden stood eat hope brought thought come wilted recrossed thought told said had leave meet forced watching seeing asked raged man ideal weight hair appearance idea legs shoe,The Last September,1
99,uc1.b3462870,Mrs. Orion,0,was came hung moved explained fall turn said settled had snored snored tapped flicked snored snored declined objected said convinced called sweater hands armchair snore beard bed,Alice in Bed,0
100,uc1.32106011264659,Benny,0,had said stuck knew used liked said said got looked said said sat knows said asked said said looked said drank put said said said said put said said said looked looked said said said say drunk hand shoes eyes pocket glass shoulder,Cathedral,1
101,uc1.32106002122734,Francis,0,enjoyed take kissed said requested asked lived inform managed knew sat graduated sat said hooted said grinned mean lets 's rose called is jerked yelled appeared asked came shot 's knows came shouted come came said jumped climbed said thought was said reckoned looked started pointed bawled provocated called call said was said getting did knew gave called said said said produced deposited avoided passed keeps turned sat supposed got holdin asked leave take call older child ruinin nothin wife grandparents hair distance hands pockets teeth tears hair cheek block,To Kill A Mockingbird,1
102,pst.000044192167,Willie,0,left stood dressed stammered trying went stacked stopping carried mopped gets waiting gets joined throwed say remember come tried keep playing waited hung said gazed noticed bit said followed stood backed cut pay working been had were used done got got play rolled said understand felt had did said said means felt said playing started excited drag see sent knowed sent put taken help let 1-1-lamming ready lazy boy afraid good younger boy happy home cap apron fist music father mind face father tie fingers feet harp here palms eyes ear head ears face time legs hands harp harp lips shoulders thighs legs,The Heart is a Lonely Hunter,1
103,mdp.39015054067759,Henry Dobbins,0,carried carried carried carried ate asked thought said carried said carried playing was wrapping said liked liked slept take felt believed thought make tripped slipped went took disassemble said said watched shrugged smiled said shook closed said laughed speak sat said said nodded began handed said made said lay said looked took said said slapped shook said rigged find said looked gave said excused needed drawn caught dumped killed cheer fond man invulnerable silent chest girlfriend neck gear girlfriend neck stripes suit belly country girlfriend neck eccentricity nose girlfriend face girlfriend neck shoulder nose girlfriend neck gun shoulders head eyes back canteen throat hands jaw throat lip eye eye eyebrows nose hair forehead fingernails cheek cheek chin neck head elbow eyes voice,The Things They Carried,1
104,mdp.39015028400326,Burton,0,putting holler banged cried stood picked struck imitated seen hollered said turned fall stood pushed met said crossed looked lost said said carried shrugged stood sitting smiling said let start came gave looked rocked looked looked looked said looked stooped pulled smiled grew patted pulled said said smiled said got upend had held let held said held held said opened held looked scooted paused opened opened reached held held made said let needs building taking caught hated said said touching stood threw standing turned had GAVE moved thought graduated made moved work was had worked come finished said said turn move turn kissed went was did walking made tapped waved seemed said came squatted said spoke spoke stopped snarled going set leaning talk seem leaning said said turned get been said paused looked said staring stopped build looked stared said gave stopped took whispered said said paused said ran recognize turned said blinked sent gave given started flicked said stopped gaze wanted knew went pulled sent meet circled warning warned done had sitting had let straightened looked said looked said said rubbed shrugged said held whistled said started putting come said got said smiled said laughed disappeared shared signed said sat smiling grinned held sat leaning say stopped raised let had gave took dating insisted honked bought said had went recognize pulled held hung had was turns married met was called had quit started suckling showed worked know come lost gone wearing taking had held brought informed throwing took said were sat flinching blabbered said said paused said said were crying set followed leaned climbed turn called used stopping come taken had knowing saw finished pushed sent sent gone sent lifted brought gone kissed kissed woken see made held Thank roll watched overheard rousted gone sent hit urge instructed dressed picked told honked cut see told told married told born thing faithful young wrong next sons Head skin shoulder arms head great-grandpa d leg leg shoulder father hair arms chest jacket hand chair face hat fine eyes sleep hair beaus child sister pockets way head hands pockets face shoulders hands steps small face palms mercy cradled present arm legs present grin face touch leads great-grandpa biscuits sleep plug paycheck hand hands pockets brother food face sleep scrape sister workboots pockets steps toe hair face eyes hip mouth arms mouth lips lips eyes nose back hands report words eyes head sister steps eyes chin ear brother eyes words head hair daddy head face letter eyes letter gloves face neck arms neck daddy hand daddy dart head name hand daddy way life round daddy hands head drop daddy pocket tie horn hands hips face eyes face brother name face hands girls girlfriend truck uniform arms days clothing hands world leg comb eyes Susan door Rambler toe sister words face daddy house,Jewel,1
105,uc1.$b322793,David,0,stood sound said agreed glanced said watched was had said have stirred look stirred enjoys got looks intrigued intrigued tossing blushed looked returned die came creaking heard looked said go put taken like come kill says heard leaned had following wants needs decided witnessed observed taken count looked came leaned got said said share hurried cast carried get like kill determined struck nicest general manliness behaviour complexion hair collar racquet ears tea tea audience Liwy chair front head partner engagement,The Last September,1
106,uc1.b3462870,Dear Katie,0,told hear hear Do asked said sighed missed been missed daydreamed imagined imagined had had had said said wearing lay said unbuckled improve sleep calling told kissed boyfriend backyard face women face schedule knee chin head nightgown shoulders head legs,Alice in Bed,0
107,mdp.39015046349141,Mrs Compson,0,announce announce announce says says forgot began wore held stood called listening cross called crossed gathered said toiled said went returned got hear entered ceased went shouted listened prepared said said said said said shut watched picked said loaded see staggered called setlEe laid called wanted said began watched said stood mounted skirts said stood loomed said said made see save knew lowered stood held said turned said returned looked drew descended did said peered looked descending said said said said said said said said said said said sullin mounted saw quit unlocked spoke carry got have said carry wore resisted said said said said said said began said put began said said said said shook said said wenTto said said went called tried called said said opened thought said answer said said exhumed said have said want said said open watched saw met flung hurt followed touched shook asleep business chin head skirts room cabin face name face eyes gown name apron hands apron chin holding foot hand face body hand apron head flesh gaze time sacque pocket hand Qiigntin on door head case brow hand eyes hair,The Sound and the Fury,0
108,pst.000044192167,Etta,0,stopped sitting said covered done quivered began was thought written came come thought scrape primped have pull looking hold said carried went make said knelt got had look took thought sit went scrubbed made ran put wore put worn stood stood looked looked tried stuck finished lifted turned looked feel went stood felt knew said went want stood kept sold get had sat made had wore bring painted taken kept worked quit have written gave wanted named write had got know learned begin began started think hum figured had bawled came had had had talking dressed listened jerked was had looked left said pushed said sleep lost said Wait felt loaned wore looked go felt say saw read hurt given hush primped grown tell O.K. full tall somebody ashamed hungry baby age sick sick able toenails hair chin shaggy hand forehead nose pool mind jaw profile mouth face hands arms hands mind eyes teacher clothes crepe hair shorts heels knees elbows brassieres ankles hair bangs hair chin eyes face dress seemed life Dad warm box Dad initials mind ??? mind mind feel voice Dad Dad perfume hand box face stomach ovary ovary hair job job time working clothes face eyebrows keep Dad,The Heart is a Lonely Hunter,0
109,mdp.39015000608102,New Willard House,0,formed swaggered wanted stopped muttered organised held walked turned intended said made involved made wife son name arms shake friend friend daughter knees,"Winesburg, Ohio",na
110,uc1.32106002122734,Miss Stephanie,0,knew said said said said woke told woke said looking thinks follow said singing had came wore said go said seemed wanted see waving trembling told said said said eyed told say watching see crossed believed did trusted shut call called found bring encouraged lost busy enough sweetheart hands hips house think face door steps head tendency preoccupation nose house pleasure lights window,To Kill A Mockingbird,0
111,uc1.b3462870,Dr. Onnen,0,announced twisted said said explained asked says said said said said condemning asked added continued,Alice in Bed,1
